timestamp,EAR,eye_closure_duration,yaw,pitch,phone_detected,phone_confidence,driver_state
2026-09-13T20:07:36.779497,0.2247,0.545,-0.352,-12.685,0,0.0,Phone_Usage
2026-09-13T20:07:38.068799,0.229,1.834,-1.825,-9.813,0,0.0,Phone_Usage
2026-09-13T20:07:40.649952,0.222,0.509,-2.72,-0.006,0,0.0,Phone_Usage
2026-09-13T20:07:41.945333,0.2826,0.0,-17.483,-2.506,0,0.0,Phone_Usage
2026-09-13T20:07:43.245382,0.2818,0.0,-21.35,-1.497,0,0.0,Phone_Usage
2026-09-13T20:07:47.030750,0.3004,0.0,1.592,7.368,0,0.0,Phone_Usage
2026-09-13T20:07:48.308503,0.2119,0.51,2.983,-11.309,0,0.0,Phone_Usage
2026-09-13T20:07:49.596650,0.2156,1.798,7.66,-8.983,0,0.0,Phone_Usage
2026-09-13T20:07:50.886158,0.2132,3.088,8.397,-6.153,0,0.0,Phone_Usage
2026-09-13T20:07:52.188082,0.2251,4.39,7.262,-6.136,0,0.0,Phone_Usage
2026-09-13T20:07:53.462639,0.2341,0.766,13.027,-5.768,1,0.498,Phone_Usage
